,trial_id,model,env,accuracy
359,29,oracle,2,0.88
360,30,naive,0,0.6194
361,30,naive,1,0.7796
362,30,naive,2,0.6143
363,30,causal,0,0.6882
364,30,causal,1,0.6733
365,30,causal,2,0.6923
366,30,group,0,0.8328
367,30,group,1,0.8221
368,30,group,2,0.8346
369,30,oracle,0,0.8813
370,30,oracle,1,0.8139
371,30,oracle,2,0.8859
372,31,naive,0,0.6311
373,31,naive,1,0.7818
374,31,naive,2,0.6056
375,31,causal,0,0.6862
376,31,causal,1,0.6728
377,31,causal,2,0.69
378,31,group,0,0.8368
379,31,group,1,0.8342
380,31,group,2,0.8321
381,31,oracle,0,0.8866
382,31,oracle,1,0.8147
383,31,oracle,2,0.8804
384,32,naive,0,0.6289
385,32,naive,1,0.7817
386,32,naive,2,0.6183
387,32,causal,0,0.6858
388,32,causal,1,0.6778
389,32,causal,2,0.6889
390,32,group,0,0.8301
391,32,group,1,0.8288
392,32,group,2,0.8321
393,32,oracle,0,0.8826
394,32,oracle,1,0.8158
395,32,oracle,2,0.8822
396,33,naive,0,0.618
397,33,naive,1,0.7777
398,33,naive,2,0.6107
399,33,causal,0,0.6817
400,33,causal,1,0.6611
401,33,causal,2,0.6864
402,33,group,0,0.8373
403,33,group,1,0.8235
404,33,group,2,0.8278
405,33,oracle,0,0.8833
406,33,oracle,1,0.8166
407,33,oracle,2,0.8831
408,34,naive,0,0.6198
409,34,naive,1,0.7776
410,34,naive,2,0.6158
411,34,causal,0,0.6805
412,34,causal,1,0.6696
413,34,causal,2,0.6891
414,34,group,0,0.8331
415,34,group,1,0.8199
416,34,group,2,0.8337
417,34,oracle,0,0.8774
418,34,oracle,1,0.8104
419,34,oracle,2,0.884
420,35,naive,0,0.6263
421,35,naive,1,0.7779
422,35,naive,2,0.6149
423,35,causal,0,0.688
424,35,causal,1,0.6642
425,35,causal,2,0.6909
426,35,group,0,0.8347
427,35,group,1,0.8277
428,35,group,2,0.8305
429,35,oracle,0,0.877
430,35,oracle,1,0.8107
431,35,oracle,2,0.8837
432,36,naive,0,0.6299
433,36,naive,1,0.7739
434,36,naive,2,0.6146
435,36,causal,0,0.6899
436,36,causal,1,0.6702
437,36,causal,2,0.692
438,36,group,0,0.8329
439,36,group,1,0.8274
440,36,group,2,0.8282
441,36,oracle,0,0.8844
442,36,oracle,1,0.8103
443,36,oracle,2,0.8828
444,37,naive,0,0.6286
445,37,naive,1,0.7838
446,37,naive,2,0.6192
447,37,causal,0,0.6926
448,37,causal,1,0.678
449,37,causal,2,0.6938
450,37,group,0,0.8255
451,37,group,1,0.8319
452,37,group,2,0.8363
453,37,oracle,0,0.8808
454,37,oracle,1,0.8141
455,37,oracle,2,0.8805
456,38,naive,0,0.6257
457,38,naive,1,0.7733
458,38,naive,2,0.6105
459,38,causal,0,0.6884
460,38,causal,1,0.6735
461,38,causal,2,0.6886
462,38,group,0,0.8356
463,38,group,1,0.8328
464,38,group,2,0.8298
465,38,oracle,0,0.8847
466,38,oracle,1,0.81
467,38,oracle,2,0.8825
468,39,naive,0,0.6284
469,39,naive,1,0.7757
470,39,naive,2,0.6102
471,39,causal,0,0.6859
472,39,causal,1,0.6714
473,39,causal,2,0.6893
474,39,group,0,0.8335
475,39,group,1,0.83
476,39,group,2,0.8324
477,39,oracle,0,0.8756
478,39,oracle,1,0.814
479,39,oracle,2,0.8907
