timestamp,xprice,yprice,returns
1357226570000,140.3625,169.85,-0.05
1357226580000,140.3625,169.7625,0.05
1357226590000,140.3625,169.75,0.0625
1357226600000,140.3875,169.775,0.0375
1357226610000,140.3875,169.825,-0.0125
1357226620000,140.4375,169.8375,0.0125
1357226630000,140.4375,169.85,0.025
1357226640000,140.4375,169.85,0.025
1357226650000,140.4375,169.8625,0.0375
1357226660000,140.4375,169.875,0.0125
1357226670000,140.4625,169.8875,0.0
1357226680000,140.5375,169.925,0.1125
1357226690000,140.5125,169.925,0.1375
1357226700000,140.4875,169.9625,0.1
1357226710000,140.5,169.9625,0.1
1357226720000,140.5375,170.0125,0.05
1357226730000,140.5125,170.0125,0.05
1357226740000,140.5125,170.0,0.0625
1357226750000,140.525,170.0,0.0625
1357226760000,140.5375,170.0125,0.0125
1357226770000,140.55,170.0125,-0.025
1357226780000,140.5875,170.1375,-0.15
1357226790000,140.5875,170.15,-0.1625
1357226800000,140.575,170.15,-0.2
1357226810000,140.5625,170.15,-0.1875
1357226820000,140.5625,170.1375,-0.1625
1357226830000,140.6375,170.15,-0.175
1357226840000,140.675,170.2125,-0.2625
1357226850000,140.7125,170.275,-0.325
1357226860000,140.6875,170.2875,-0.3375
1357226870000,140.6625,170.2875,-0.3
1357226880000,140.6375,170.2625,-0.2375
1357226890000,140.6375,170.2625,-0.2375
1357226900000,140.6125,170.25,-0.225
1357226910000,140.6125,170.2125,-0.1875
1357226920000,140.6375,170.2125,-0.1875
1357226930000,140.6375,170.1875,-0.1625
1357226940000,140.6375,170.2,-0.1875
1357226950000,140.6125,170.2,-0.1875
1357226960000,140.6125,170.175,-0.1875
1357226970000,140.5375,170.1875,-0.2
1357226980000,140.5375,170.1625,-0.175
1357226990000,140.5375,170.1875,-0.2
1357227000000,140.5375,170.1875,-0.2125
1357227010000,140.5375,170.1875,-0.2125
1357227020000,140.5375,170.1875,-0.2
1357227030000,140.5375,170.1625,-0.175
1357227040000,140.4875,170.0625,-0.075
1357227050000,140.4875,170.025,-0.0375
1357227060000,140.4625,169.9,0.0875
1357227070000,140.4625,169.9,0.0875
1357227080000,140.4625,169.8625,0.125
1357227090000,140.4625,169.8,0.1875
1357227100000,140.4625,169.8,0.075
1357227110000,140.4625,169.8,0.0625
1357227120000,140.4625,169.8,0.0625
1357227130000,140.4875,169.8,0.0625
1357227140000,140.4875,169.825,0.0375
1357227150000,140.4875,169.825,0.075
1357227160000,140.4625,169.825,0.15
1357227170000,140.4625,169.8,0.1625
1357227180000,140.4625,169.8125,0.15
1357227190000,140.4625,169.8125,0.15
1357227200000,140.4625,169.8125,0.15
1357227210000,140.4625,169.8125,0.15
1357227220000,140.5375,169.85,0.1125
1357227230000,140.5625,169.875,0.0875
1357227240000,140.55,169.875,0.0875
1357227250000,140.5625,169.9,0.05
1357227260000,140.5625,169.8875,0.0625
1357227270000,140.5625,169.8875,0.0625
1357227280000,140.5625,170.0375,-0.0875
1357227290000,140.5875,170.0625,-0.1125
1357227300000,140.5875,170.0625,-0.1125
1357227310000,140.5625,170.0625,-0.1125
1357227320000,140.5625,170.0625,-0.1125
1357227330000,140.5625,170.0625,-0.1125
1357227340000,140.5625,170.0625,-0.1125
1357227350000,140.5625,170.0625,-0.1125
1357227360000,140.5125,170.025,-0.075
1357227370000,140.4875,169.9875,-0.0375
1357227380000,140.4625,169.9875,-0.0375
1357227390000,140.4625,169.9875,-0.0375
1357227400000,140.4625,169.95,0.0
1357227410000,140.4625,169.9625,-0.0125
1357227420000,140.4625,169.975,-0.025
1357227430000,140.4625,169.975,-0.025
1357227440000,140.4625,169.95,0.0
1357227450000,140.4625,169.95,0.0
1357227460000,140.4625,169.95,0.0
1357227470000,140.5125,169.9875,-0.0375
1357227480000,140.525,170.025,-0.075
1357227490000,140.5375,170.025,-0.075
1357227500000,140.5375,170.025,-0.075
1357227510000,140.5375,170.025,-0.075
1357227520000,140.5375,170.025,-0.075
1357227530000,140.5125,170.025,-0.075
1357227540000,140.5125,170.0125,-0.0625
1357227550000,140.5125,170.0125,-0.0625
1357227560000,140.5,169.9875,-0.0375
1357227570000,140.4875,169.9875,-0.0375
1357227580000,140.4875,169.9875,-0.0375
1357227590000,140.475,169.9875,-0.0375
1357227600000,140.4625,169.975,-0.025
1357227610000,140.4625,169.975,-0.025
1357227620000,140.4875,169.9875,-0.0375
1357227630000,140.4875,169.9875,-0.0375
1357227640000,140.4875,169.9875,-0.0375
1357227650000,140.5125,169.9875,-0.05
1357227660000,140.4875,169.9875,-0.05
1357227670000,140.4875,169.9875,-0.0625
1357227680000,140.4875,169.9875,-0.0625
1357227690000,140.4875,169.9875,-0.05
1357227700000,140.4875,169.875,0.05
1357227710000,140.5125,169.8625,0.0625
1357227720000,140.5125,169.8625,0.0625
1357227730000,140.5125,169.8625,0.05
1357227740000,140.5375,169.8625,0.0625
1357227750000,140.5375,169.9,0.025
1357227760000,140.5125,169.975,-0.05
1357227770000,140.5125,169.9625,-0.0375
1357227780000,140.5125,169.9625,-0.0375
1357227790000,140.5125,169.9625,-0.0375
1357227800000,140.5,169.9625,-0.05
1357227810000,140.4875,169.9625,-0.0625
1357227820000,140.4875,169.9625,-0.025
1357227830000,140.4875,169.9625,-0.0375
1357227840000,140.4875,169.9625,-0.0375
1357227850000,140.4875,169.95,-0.025
1357227860000,140.4875,169.95,-0.025
1357227870000,140.4875,169.95,-0.025
1357227880000,140.4875,169.95,-0.025
1357227890000,140.4875,169.95,-0.025
1357227900000,140.4875,169.95,-0.025
1357227910000,140.4875,169.95,-0.025
1357227920000,140.4875,169.95,-0.075
1357227930000,140.5125,169.95,-0.075
1357227940000,140.5125,169.95,-0.075
1357227950000,140.5125,169.95,-0.075
1357227960000,140.5125,169.95,-0.075
1357227970000,140.5125,169.95,-0.0625
1357227980000,140.5125,169.95,-0.05
1357227990000,140.5125,169.95,-0.0625
1357228000000,140.5375,169.95,-0.075
1357228010000,140.5375,169.95,-0.075
1357228020000,140.55,169.95,-0.075
1357228030000,140.5625,169.95,-0.075
1357228040000,140.5375,169.95,-0.075
1357228050000,140.5125,169.95,-0.075
1357228060000,140.5125,169.95,-0.075
1357228070000,140.5125,169.95,-0.075
1357228080000,140.5125,169.95,-0.075
1357228090000,140.5125,169.95,-0.075
1357228100000,140.5125,169.95,-0.05
1357228110000,140.5125,169.95,-0.05
1357228120000,140.5125,169.95,-0.05
1357228130000,140.5125,169.95,-0.05
1357228140000,140.5125,169.95,-0.05
1357228150000,140.5125,169.95,-0.05
1357228160000,140.5125,169.95,-0.05
1357228170000,140.5,169.95,-0.05
1357228180000,140.5125,169.95,-0.05
1357228190000,140.5,169.95,-0.075
1357228200000,140.5,169.95,-0.075
1357228210000,140.5125,169.95,-0.075
1357228220000,140.5125,169.95,-0.075
1357228230000,140.5125,169.95,-0.075
1357228240000,140.5125,169.95,-0.075
1357228250000,140.5125,169.9375,-0.0625
1357228260000,140.5125,169.9375,-0.0625
1357228270000,140.5125,169.925,-0.05
1357228280000,140.5125,169.925,-0.05
1357228290000,140.5125,169.9375,-0.0625
1357228300000,140.4875,169.925,-0.05
1357228310000,140.4875,169.925,-0.05
1357228320000,140.4875,169.925,-0.05
1357228330000,140.4625,169.9125,-0.0375
1357228340000,140.4625,169.925,-0.0375
1357228350000,140.4625,169.925,-0.0375
1357228360000,140.4625,169.925,-0.0375
1357228370000,140.4625,169.925,-0.0375
1357228380000,140.4625,169.925,-0.0375
1357228390000,140.4625,169.925,0.0
1357228400000,140.4875,169.9125,0.0125
1357228410000,140.5625,169.9,0.0125
1357228420000,140.5625,169.9375,-0.025
1357228430000,140.5375,169.925,-0.0125
1357228440000,140.5375,169.925,0.0
1357228450000,140.5375,169.925,0.0
1357228460000,140.5375,169.925,0.025
1357228470000,140.5375,169.925,0.0375
1357228480000,140.5125,169.925,0.05
1357228490000,140.5125,169.925,0.05
1357228500000,140.5125,169.925,0.0625
1357228510000,140.5125,169.925,0.0625
1357228520000,140.475,169.875,0.1375
1357228530000,140.4625,169.875,0.1375
1357228540000,140.4625,169.875,0.1375
1357228550000,140.4625,169.875,0.1375
1357228560000,140.475,169.875,0.1375
1357228570000,140.4875,169.8875,0.125
1357228580000,140.4875,169.9,0.1125
1357228590000,140.4625,169.8875,0.125
1357228600000,140.4625,169.875,0.1375
1357228610000,140.4625,169.875,0.1375
1357228620000,140.4375,169.875,0.1375
1357228630000,140.45,169.875,0.1375
1357228640000,140.45,169.875,0.1375
1357228650000,140.4375,169.875,0.1375
1357228660000,140.425,169.875,0.15
1357228670000,140.4375,169.875,0.15
1357228680000,140.45,169.875,0.15
1357228690000,140.4375,169.875,0.15
1357228700000,140.4375,169.9,0.125
1357228710000,140.4375,169.9,0.125
1357228720000,140.4375,169.9,0.125
1357228730000,140.4375,169.9,0.125
1357228740000,140.4375,169.9,0.125
1357228750000,140.4375,169.9,0.125
1357228760000,140.4375,169.9,0.125
1357228770000,140.4375,169.9,0.125
1357228780000,140.4375,169.9,0.125
1357228790000,140.4625,169.875,0.15
1357228800000,140.4625,169.875,0.15
1357228810000,140.4625,169.875,0.1375
1357228820000,140.475,169.875,0.1375
1357228830000,140.475,169.875,0.1375
1357228840000,140.475,169.875,0.1375
1357228850000,140.475,169.875,0.15
1357228860000,140.475,169.875,0.15
1357228870000,140.4875,169.875,0.15
1357228880000,140.4875,169.875,0.1375
1357228890000,140.5125,169.875,0.1375
1357228900000,140.5125,169.875,0.1375
1357228910000,140.525,169.875,0.1375
1357228920000,140.525,169.875,0.1375
1357228930000,140.5125,169.875,0.1375
1357228940000,140.5125,169.8875,0.125
1357228950000,140.5125,169.8875,0.125
1357228960000,140.5125,169.8875,0.175
1357228970000,140.5125,169.8875,0.175
1357228980000,140.5125,169.8875,0.2
1357228990000,140.5125,169.925,0.1625
1357229000000,140.525,169.925,0.1625
1357229010000,140.525,169.9125,0.175
1357229020000,140.525,169.9125,0.175
1357229030000,140.525,169.9125,0.175
1357229040000,140.5125,169.925,0.175
1357229050000,140.5125,169.925,0.175
1357229060000,140.5125,169.95,0.15
1357229070000,140.5125,169.9625,0.1625
1357229080000,140.525,169.975,0.225
1357229090000,140.5125,169.975,0.225
1357229100000,140.525,169.9875,0.2125
1357229110000,140.525,169.9875,0.375
1357229120000,140.525,170.0125,0.3
1357229130000,140.525,170.0125,0.3
1357229140000,140.5375,170.0125,0.3
1357229150000,140.5375,170.0125,0.1625
1357229160000,140.5375,170.0125,0.175
1357229170000,140.575,170.0125,0.25
1357229180000,140.5625,170.0125,0.2625
1357229190000,140.5625,170.0125,0.3
1357229200000,140.5625,170.0125,0.3125
1357229210000,140.5625,170.0125,0.3375
1357229220000,140.5625,170.0125,0.3375
1357229230000,140.5625,170.0125,0.35
1357229240000,140.5625,170.0125,0.35
1357229250000,140.5625,170.0125,0.35
1357229260000,140.5875,170.025,0.3375
1357229270000,140.5875,170.025,0.3375
1357229280000,140.5875,170.025,0.275
1357229290000,140.5875,170.025,0.25
1357229300000,140.5875,170.025,0.25
1357229310000,140.5875,170.025,0.2125
1357229320000,140.5875,170.025,0.2125
1357229330000,140.5875,170.025,0.2125
1357229340000,140.5875,170.025,0.2625
1357229350000,140.575,170.025,0.2625
1357229360000,140.5625,170.025,0.2625
1357229370000,140.5625,170.025,0.2625
1357229380000,140.5625,170.025,0.2625
1357229390000,140.5625,170.025,0.2625
1357229400000,140.5625,170.025,0.2625
1357229410000,140.5625,170.0125,0.3
1357229420000,140.5625,170.0125,0.2875
1357229430000,140.5625,170.0125,0.2875
1357229440000,140.5625,170.0125,0.2625
1357229450000,140.5625,170.025,0.25
1357229460000,140.5625,170.025,0.25
1357229470000,140.5625,170.025,0.25
1357229480000,140.5625,170.0125,0.25
1357229490000,140.5625,170.0125,0.25
1357229500000,140.5625,170.0125,0.225
1357229510000,140.5625,170.0125,0.225
1357229520000,140.5625,170.0125,0.225
1357229530000,140.5625,170.0125,0.225
1357229540000,140.5625,170.0125,0.225
1357229550000,140.5625,170.0125,0.2125
1357229560000,140.5875,170.0625,0.1625
1357229570000,140.6,170.0625,0.1625
1357229580000,140.6,170.0875,0.1375
1357229590000,140.6125,170.0875,0.1375
1357229600000,140.6125,170.0875,0.1375
1357229610000,140.6125,170.0875,0.1375
1357229620000,140.6125,170.0875,0.125
1357229630000,140.675,170.0875,0.125
1357229640000,140.6875,170.1,0.1125
1357229650000,140.7125,170.1,0.1125
1357229660000,140.7375,170.1,0.1625
1357229670000,140.8875,170.125,0.1375
1357229680000,140.8625,170.2,0.0625
1357229690000,140.8375,170.2,0.1
1357229700000,140.8375,170.2,0.0625
1357229710000,141.0125,170.3625,-0.0875
1357229720000,140.9125,170.3125,-0.0375
1357229730000,140.925,170.3125,-0.025
1357229740000,140.9125,170.3125,-0.025
1357229750000,140.8375,170.175,0.1125
1357229760000,140.8375,170.1875,0.1
1357229770000,140.8625,170.2625,0.025
1357229780000,140.8375,170.275,0.0125
1357229790000,140.8875,170.3125,-0.025
1357229800000,140.8875,170.325,-0.025
1357229810000,140.8875,170.35,-0.05
1357229820000,140.9125,170.35,-0.0625
1357229830000,140.9125,170.3625,-0.05
1357229840000,140.8875,170.3625,-0.075
1357229850000,140.9125,170.3625,-0.05
1357229860000,140.8875,170.3625,-0.0375
1357229870000,140.8875,170.3625,-0.0125
1357229880000,140.8375,170.3,0.0125
1357229890000,140.8375,170.275,0.0375
1357229900000,140.8,170.275,0.0375
1357229910000,140.7875,170.2375,0.075
1357229920000,140.7875,170.2375,0.0875
1357229930000,140.7875,170.2375,0.0875
1357229940000,140.8125,170.2875,0.0375
1357229950000,140.8375,170.2875,0.025
1357229960000,140.8125,170.2875,0.025
1357229970000,140.8125,170.2875,0.025
1357229980000,140.8125,170.2875,0.0375
1357229990000,140.8125,170.2875,0.0375
1357230000000,140.8125,170.2875,0.0375
1357230010000,140.8625,170.3125,0.0125
1357230020000,140.8625,170.3,0.0375
1357230030000,140.8625,170.3,0.0375
1357230040000,140.8625,170.275,0.0625
1357230050000,140.8625,170.275,0.0625
1357230060000,140.8375,170.275,0.0625
1357230070000,140.8375,170.275,0.0625
1357230080000,140.8125,170.2625,0.0625
1357230090000,140.825,170.2625,0.0625
1357230100000,140.825,170.2375,0.0875
1357230110000,140.8375,170.2375,0.0875
1357230120000,140.8375,170.2375,0.0875
1357230130000,140.8375,170.2375,0.0875
1357230140000,140.8375,170.2375,0.1
1357230150000,140.8375,170.225,0.1125
1357230160000,140.8375,170.225,0.1125
1357230170000,140.8375,170.225,0.1
1357230180000,140.8375,170.225,0.1
1357230190000,140.8375,170.225,0.1125
1357230200000,140.8375,170.225,0.1125
1357230210000,140.8375,170.225,0.1125
1357230220000,140.8375,170.2125,0.125
1357230230000,140.8375,170.2125,0.125
1357230240000,140.8375,170.2125,0.125
1357230250000,140.8375,170.2125,0.1125
1357230260000,140.8875,170.2625,0.0625
1357230270000,140.8875,170.2625,0.0625
1357230280000,140.8625,170.2625,0.075
1357230290000,140.8625,170.3,0.0375
1357230300000,140.8375,170.2625,0.0875
1357230310000,140.8375,170.275,0.075
1357230320000,140.8375,170.275,0.0625
1357230330000,140.8375,170.2875,0.05
1357230340000,140.8375,170.2875,0.0625
1357230350000,140.8375,170.2875,0.0375
1357230360000,140.8375,170.2875,0.025
1357230370000,140.8375,170.2875,0.05
1357230380000,140.8375,170.2875,0.0125
1357230390000,140.8375,170.2875,0.0125
1357230400000,140.8375,170.3,0.0
1357230410000,140.8375,170.3,0.0
1357230420000,140.8125,170.2875,0.0125
1357230430000,140.8125,170.3125,-0.0125
1357230440000,140.8125,170.2875,0.025
1357230450000,140.8125,170.3125,0.025
1357230460000,140.8125,170.325,0.0125
1357230470000,140.8375,170.35,-0.0125
1357230480000,140.8375,170.3125,0.0125
1357230490000,140.8375,170.3125,0.0125
1357230500000,140.8375,170.3125,0.0125
1357230510000,140.8375,170.3125,0.0125
1357230520000,140.8125,170.325,0.0125
1357230530000,140.8125,170.325,0.0125
1357230540000,140.8125,170.325,0.0125
1357230550000,140.8125,170.3125,0.025
1357230560000,140.8125,170.3125,0.025
1357230570000,140.7875,170.3125,0.025
1357230580000,140.7875,170.325,0.0125
1357230590000,140.7875,170.325,0.0125
1357230600000,140.7875,170.325,0.0125
1357230610000,140.7875,170.325,0.0125
1357230620000,140.8125,170.3375,0.0
1357230630000,140.8125,170.3375,0.0125
1357230640000,140.8125,170.3375,0.0
1357230650000,140.8125,170.3375,0.0125
1357230660000,140.8125,170.3375,0.0125
1357230670000,140.8125,170.3375,0.0125
1357230680000,140.8125,170.325,0.025
1357230690000,140.8125,170.325,0.05
1357230700000,140.8125,170.325,0.05
1357230710000,140.8125,170.325,0.05
1357230720000,140.8125,170.325,0.075
1357230730000,140.8625,170.325,0.1
1357230740000,140.8625,170.3375,0.1
1357230750000,140.8625,170.3375,0.1
1357230760000,140.8625,170.3375,0.1
1357230770000,140.8625,170.325,0.1125
1357230780000,140.8625,170.325,0.1
1357230790000,140.8625,170.3375,0.0875
1357230800000,140.8625,170.3375,0.0875
1357230810000,140.8625,170.3375,0.1375
1357230820000,140.8625,170.3375,0.125
1357230830000,140.825,170.3375,0.1375
1357230840000,140.8625,170.3375,0.1375
1357230850000,140.8125,170.325,0.15
1357230860000,140.85,170.325,0.15
1357230870000,140.8375,170.325,0.15
1357230880000,140.8125,170.3375,0.175
1357230890000,140.8125,170.3375,0.15
1357230900000,140.8125,170.35,0.1375
1357230910000,140.8125,170.35,0.1375
1357230920000,140.8125,170.3375,0.15
1357230930000,140.8125,170.3375,0.175
1357230940000,140.8125,170.35,0.1625
1357230950000,140.8125,170.325,0.1875
1357230960000,140.8125,170.3125,0.2
1357230970000,140.8125,170.3375,0.125
1357230980000,140.8125,170.3,0.1625
1357230990000,140.8125,170.3,0.1625
1357231000000,140.8125,170.3,0.1625
1357231010000,140.825,170.3,0.1625
1357231020000,140.8125,170.3,0.1625
1357231030000,140.8125,170.3,0.1625
1357231040000,140.825,170.3125,0.15
1357231050000,140.8625,170.3375,0.125
1357231060000,140.8375,170.3375,0.125
1357231070000,140.8125,170.3375,0.1
1357231080000,140.8125,170.325,0.1375
1357231090000,140.8125,170.325,0.1375
1357231100000,140.8125,170.325,0.1
1357231110000,140.8375,170.325,-0.025
1357231120000,140.8625,170.3375,-0.0375
1357231130000,140.8625,170.3375,0.0
1357231140000,140.8875,170.3375,-0.0125
1357231150000,140.8875,170.3375,-0.0125
1357231160000,140.8875,170.3375,-0.0125
1357231170000,140.9,170.3375,-0.025
1357231180000,140.9,170.3375,-0.0125
1357231190000,140.9125,170.3375,-0.0125
1357231200000,140.9125,170.3375,-0.025
1357231210000,140.9125,170.3375,-0.025
1357231220000,140.9125,170.3375,-0.025
1357231230000,140.9125,170.35,-0.0375
1357231240000,140.9125,170.3375,-0.025
1357231250000,140.9125,170.35,-0.05
1357231260000,140.9125,170.35,-0.05
1357231270000,140.9375,170.35,-0.05
1357231280000,140.9375,170.35,-0.05
1357231290000,140.9625,170.375,-0.0875
1357231300000,140.9625,170.375,-0.0875
1357231310000,140.9625,170.375,-0.075
1357231320000,140.9625,170.4,-0.05
1357231330000,140.9625,170.425,-0.0875
1357231340000,140.9625,170.4375,-0.125
1357231350000,140.9625,170.4375,-0.125
1357231360000,140.9625,170.4375,-0.125
1357231370000,140.9625,170.4375,-0.1375
1357231380000,140.9625,170.425,-0.125
1357231390000,140.9625,170.425,-0.1125
1357231400000,140.9625,170.425,-0.1125
1357231410000,141.0625,170.475,-0.1625
1357231420000,141.0625,170.4625,-0.15
1357231430000,141.0125,170.475,-0.1625
1357231440000,141.0125,170.475,-0.1625
1357231450000,141.0125,170.475,-0.1625
1357231460000,141.0125,170.475,-0.15
1357231470000,140.9875,170.475,-0.15
1357231480000,140.9625,170.5125,-0.1875
1357231490000,140.9375,170.4875,-0.1625
1357231500000,140.9375,170.4875,-0.175
1357231510000,140.9375,170.4875,-0.175
1357231520000,140.9375,170.4875,-0.1875
1357231530000,140.9375,170.5125,-0.2125
1357231540000,140.9375,170.5125,-0.2125
1357231550000,140.9375,170.5125,-0.1625
1357231560000,140.9375,170.5125,-0.15
1357231570000,140.9375,170.4625,-0.1125
1357231580000,140.9375,170.4625,-0.1125
1357231590000,140.9375,170.4625,-0.125
1357231600000,140.9375,170.4625,-0.125
1357231610000,140.9125,170.4625,-0.15
1357231620000,140.9125,170.4625,-0.125
1357231630000,140.9125,170.4625,-0.15
1357231640000,140.9125,170.4625,-0.15
1357231650000,140.9,170.4625,-0.15
1357231660000,140.9125,170.4625,-0.1
1357231670000,140.8875,170.4375,-0.075
1357231680000,140.8875,170.4625,-0.1
1357231690000,140.8875,170.4625,-0.075
1357231700000,140.8625,170.425,-0.0375
1357231710000,140.7625,170.3,0.0875
1357231720000,140.7375,170.3,0.125
1357231730000,140.7875,170.3375,0.0875
1357231740000,140.7875,170.325,0.1
1357231750000,140.7875,170.325,0.1
1357231760000,140.7375,170.325,0.1
1357231770000,140.7375,170.3125,0.1125
1357231780000,140.7375,170.325,0.1
1357231790000,140.725,170.325,0.1
1357231800000,140.7375,170.3125,0.1
1357231810000,140.7375,170.3125,0.1
1357231820000,140.7375,170.3125,0.0875
1357231830000,140.7375,170.3125,0.0875
1357231840000,140.7375,170.3125,0.0875
1357231850000,140.7375,170.3,0.1
1357231860000,140.7375,170.3,0.1
1357231870000,140.7375,170.3,0.1125
1357231880000,140.7375,170.3,0.1125
1357231890000,140.7375,170.2875,0.1125
1357231900000,140.7375,170.2875,0.125
1357231910000,140.7625,170.3,0.1125
1357231920000,140.7875,170.35,0.0625
1357231930000,140.7625,170.3375,0.0625
1357231940000,140.6875,170.3125,0.0875
1357231950000,140.675,170.3125,0.0875
1357231960000,140.6625,170.3125,0.0875
1357231970000,140.6125,170.3,0.1
1357231980000,140.6125,170.3,0.1
1357231990000,140.6125,170.3125,0.0875
1357232000000,140.6375,170.3125,0.0875
1357232010000,140.6375,170.3125,0.1375
1357232020000,140.6375,170.3125,0.1375
1357232030000,140.6375,170.3125,0.1375
1357232040000,140.6375,170.3125,0.15
1357232050000,140.65,170.3125,0.15
1357232060000,140.6875,170.325,0.15
1357232070000,140.6875,170.325,0.15
1357232080000,140.6875,170.325,0.15
1357232090000,140.6875,170.325,0.15
1357232100000,140.7125,170.3125,0.15
1357232110000,140.7375,170.3125,0.15
1357232120000,140.7375,170.3,0.1625
1357232130000,140.7375,170.3,0.1625
1357232140000,140.7625,170.3,0.1625
1357232150000,140.775,170.35,0.1
1357232160000,140.7875,170.3625,0.0875
1357232170000,140.7625,170.35,0.1
1357232180000,140.7375,170.35,0.1125
1357232190000,140.7375,170.3375,0.125
1357232200000,140.7375,170.3375,0.125
1357232210000,140.7375,170.3125,0.15
1357232220000,140.7625,170.3375,0.125
1357232230000,140.75,170.3125,0.15
1357232240000,140.7375,170.3125,0.15
1357232250000,140.7625,170.3125,0.15
1357232260000,140.8125,170.3625,0.1
1357232270000,140.8125,170.3625,0.1
1357232280000,140.8125,170.3625,0.1125
1357232290000,140.8125,170.3875,0.0875
1357232300000,140.8125,170.3875,0.0875
1357232310000,140.825,170.3875,0.0875
1357232320000,140.8125,170.425,0.05
1357232330000,140.8375,170.425,0.05
1357232340000,140.8375,170.425,0.0375
1357232350000,140.8375,170.425,0.0
1357232360000,140.825,170.425,-0.025
1357232370000,140.8375,170.425,-0.05
1357232380000,140.8625,170.425,-0.025
1357232390000,140.8375,170.425,-0.025
1357232400000,140.8,170.4125,-0.0125
